"",".model","Item","Type","Market",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1"
"1","STL_ARIMA","Beans","Retail","Dambulla","Test",-127.930248477367,149.529788223156,132.265974006854,-37.8667447353005,38.5658225290687,NA,NA,0.667636339686229
"2","STL_ARIMA","Beans","Retail","Pettah","Test",-214.340584020585,225.566397229455,214.340584020585,-47.8440602618703,47.8440602618703,NA,NA,0.585486844298041
"3","STL_ARIMA","Beans","Wholesale","Dambulla","Test",-111.044153128377,133.120765356772,114.507277225187,-36.4048517609553,36.9964245517847,NA,NA,0.628681550503294
"4","STL_ARIMA","Beans","Wholesale","Pettah","Test",-119.79775518592,142.827718823054,126.81395213404,-31.776861728449,32.8772841414166,NA,NA,0.620673700465964
"5","STL_ARIMA","Big Onion (Imp)","Retail","Dambulla","Test",13.9627364288887,22.8980817211659,17.3005752412341,7.7395663366172,9.89729344565551,NA,NA,0.688551915169585
"6","STL_ARIMA","Big Onion (Imp)","Retail","Pettah","Test",-6.69605674535466,16.7355795872805,13.8567622798499,-4.18975127984961,7.91479888065527,NA,NA,0.812554025722161
"7","STL_ARIMA","Big Onion (Imp)","Wholesale","Dambulla","Test",14.4988227990461,23.0643605245952,17.1497347091181,9.13944675765634,11.1227859802516,NA,NA,0.717609901535148
"8","STL_ARIMA","Big Onion (Imp)","Wholesale","Pettah","Test",-7.9144392896626,18.5491177932243,15.5614660124859,-6.27584052815819,11.3359482719404,NA,NA,0.868495375613477
"9","STL_ARIMA","Brinjal","Retail","Dambulla","Test",-109.237772833924,123.719347097912,111.97279157607,-57.2521503832056,57.8532534034575,NA,NA,0.776377690363261
"10","STL_ARIMA","Brinjal","Retail","Pettah","Test",-71.7822270451227,113.679217260414,100.094399670712,-43.1423572418174,50.7231626345707,NA,NA,0.912009264809988
"11","STL_ARIMA","Brinjal","Wholesale","Dambulla","Test",-109.582998647431,121.692580270576,111.324287299635,-67.6689236769845,68.08592666801,NA,NA,0.782919447598853
"12","STL_ARIMA","Brinjal","Wholesale","Pettah","Test",-79.2609490250053,122.747447213025,108.145838895154,-66.146248011121,75.0343134640798,NA,NA,0.921630922959397
"13","STL_ARIMA","Cabbage","Retail","Dambulla","Test",-37.5864245604045,55.0475462073237,42.3071690363472,-26.8516374049279,28.8140951413144,NA,NA,0.848557485823955
"14","STL_ARIMA","Cabbage","Retail","Pettah","Test",-5.03636379825289,35.7349353638399,27.8383224360723,-5.69480312740528,13.2681191217214,NA,NA,0.881023672483464
"15","STL_ARIMA","Cabbage","Wholesale","Dambulla","Test",-2.5251373723791,36.8328308374599,31.1069843667547,-9.49681282205979,24.2036002540334,NA,NA,0.826874044009576
"16","STL_ARIMA","Cabbage","Wholesale","Pettah","Test",-57.1670413958233,72.1136252495759,65.7868065434984,-41.4867392844146,44.3759025541118,NA,NA,0.916024781701975
"17","STL_ARIMA","Carrot","Retail","Dambulla","Test",-40.816243837736,90.0437932877487,76.9393088435036,-18.7752542597529,28.4206937077923,NA,NA,0.830549537973973
"18","STL_ARIMA","Carrot","Retail","Pettah","Test",-4.56305726466971,66.9545200171274,55.6008279689828,-3.5373102360315,16.3760393918242,NA,NA,0.858686676869618
"19","STL_ARIMA","Carrot","Wholesale","Dambulla","Test",-4.70730682987492,77.087386513669,60.4158440203949,-7.26626553294822,24.401497066274,NA,NA,0.820794985656896
"20","STL_ARIMA","Carrot","Wholesale","Pettah","Test",3.52850246249288,68.0922369433924,54.3034378078194,-2.02965253620834,18.6807272178255,NA,NA,0.862685063768475
"21","STL_ARIMA","Green Chilli","Retail","Dambulla","Test",-218.865395754252,273.073397715437,230.923305909321,-64.6439248815043,66.2845371600735,NA,NA,0.809562487587369
"22","STL_ARIMA","Green Chilli","Retail","Pettah","Test",-201.416594983233,278.584662528289,239.653164873808,-59.7432673657044,63.78911851084,NA,NA,0.866514490360152
"23","STL_ARIMA","Green Chilli","Wholesale","Dambulla","Test",-220.389555047115,274.885385428459,232.771717339035,-72.2280385736176,73.9786267307108,NA,NA,0.80844882935351
"24","STL_ARIMA","Green Chilli","Wholesale","Pettah","Test",-201.450472926352,272.551839270721,234.301736518335,-71.9351562748792,75.6880041801008,NA,NA,0.828053017960845
"25","STL_ARIMA","Lime","Retail","Dambulla","Test",-51.2978910485265,57.7803089510808,51.7025730131093,-46.8496552162414,47.0706304318984,NA,NA,0.723601289507459
"26","STL_ARIMA","Lime","Retail","Pettah","Test",-135.683767034332,140.306002278548,135.683767034332,-92.2748911106577,92.2748911106577,NA,NA,0.8660366597687
"27","STL_ARIMA","Lime","Wholesale","Dambulla","Test",-59.2203128008218,64.7464612998024,59.2203128008218,-75.7210059972424,75.7210059972424,NA,NA,0.744745036772177
"28","STL_ARIMA","Lime","Wholesale","Pettah","Test",-138.714573019296,142.741442715755,138.714573019296,-143.561666714389,143.561666714389,NA,NA,0.860749000657209
"29","STL_ARIMA","Potato (Imp)","Retail","Dambulla","Test",-4.20811105119784,21.6675294283429,17.5325814055822,-4.17457102613385,11.0423543645249,NA,NA,0.872875563855936
"30","STL_ARIMA","Potato (Imp)","Retail","Pettah","Test",-10.6281168597709,20.7880719627668,16.6875137147493,-6.76566411222563,9.73840558023631,NA,NA,0.824045287453722
"31","STL_ARIMA","Potato (Imp)","Wholesale","Dambulla","Test",-1.4732382862396,21.1559819081306,16.4572781598877,-2.9673154752394,11.6803245320478,NA,NA,0.861922503735069
"32","STL_ARIMA","Potato (Imp)","Wholesale","Pettah","Test",14.0094439482361,21.3253433899387,15.4940508783735,8.12703587422394,9.24984771528888,NA,NA,0.745424996645068
"33","STL_ARIMA","Pumpkin","Retail","Dambulla","Test",-6.16762404877274,23.7950035800754,19.8671780687547,-7.21903136773792,16.4729811796759,NA,NA,0.800330664503613
"34","STL_ARIMA","Pumpkin","Retail","Pettah","Test",-34.7831131960399,50.5618557211747,43.7153815366261,-26.0025017373633,30.4686359076564,NA,NA,0.940578317372631
"35","STL_ARIMA","Pumpkin","Wholesale","Dambulla","Test",-5.8608882826469,23.7842051249912,19.820979691131,-10.2411343288744,22.0903412466331,NA,NA,0.798400969708849
"36","STL_ARIMA","Pumpkin","Wholesale","Pettah","Test",-30.9376901140325,46.6306352805704,37.9263849411152,-40.0725723257264,45.4472142748712,NA,NA,0.947252080434512
"37","STL_ARIMA","Snake gourd","Retail","Dambulla","Test",-52.1653935317855,81.9591175691387,74.0712596071217,-40.5263016969085,48.0000741717527,NA,NA,0.904701543962213
"38","STL_ARIMA","Snake gourd","Retail","Pettah","Test",-193.231151953989,199.908176496594,193.231151953989,-92.3604130488766,92.3604130488766,NA,NA,0.915003840668198
"39","STL_ARIMA","Snake gourd","Wholesale","Dambulla","Test",-59.1566452845095,86.5378104372009,77.2137954364057,-57.4888930111211,64.4019359865706,NA,NA,0.909976136272125
"40","STL_ARIMA","Snake gourd","Wholesale","Pettah","Test",-194.187514675928,200.546986492054,194.187514675928,-124.929513163023,124.929513163023,NA,NA,0.914294732338686
"41","STL_ARIMA","Tomato","Retail","Dambulla","Test",-91.6915298574048,159.171236535204,140.14327566374,-80.6542523556144,91.0283938616544,NA,NA,0.97058508806644
"42","STL_ARIMA","Tomato","Retail","Pettah","Test",-83.1860551983264,174.996745550802,161.711763824792,-57.2436334234056,71.1905347737424,NA,NA,0.959799717463175
"43","STL_ARIMA","Tomato","Wholesale","Dambulla","Test",-93.1889003075086,160.420895872956,141.007487676201,-107.782345229393,118.716895391417,NA,NA,0.970302868577474
"44","STL_ARIMA","Tomato","Wholesale","Pettah","Test",-79.4804564649729,164.550155813641,150.0425415969,-76.9325725803856,91.892587581157,NA,NA,0.965003510503678
"45","STL_ARIMA","Potato (Local)","Retail","Dambulla","Test",60.2729587253379,67.8758330684614,61.2796878045239,19.241748486877,19.691838591306,NA,NA,0.756640442319667
