.model,Item,Type,Market,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
STL_ETS,Beans,Retail,Dambulla,Test,-253.18661931354276,278.3166533358597,253.18661931354276,-59.71457839563773,59.71457839563773,NA,NA,0.7382128323276759
STL_ETS,Beans,Retail,Pettah,Test,-304.58819438874343,324.8609228358149,304.58819438874343,-58.21274089315507,58.21274089315507,NA,NA,0.7422044661328593
STL_ETS,Beans,Wholesale,Dambulla,Test,-221.53657607259262,243.72041624223507,221.53657607259262,-56.43159553099794,56.43159553099794,NA,NA,0.7010443599943986
STL_ETS,Beans,Wholesale,Pettah,Test,-307.7378122077248,327.34845135998165,307.7378122077248,-67.85530858531504,67.85530858531504,NA,NA,0.7348934632250241
STL_ETS,Big Onion (Imp),Retail,Dambulla,Test,-19.339850944923906,25.57546146541397,23.416943648841325,-12.175383823933306,14.130174808353674,NA,NA,0.31327590878656686
STL_ETS,Big Onion (Imp),Retail,Pettah,Test,-51.99649395115851,58.71167704050384,54.64065784641394,-30.030953512385743,31.132688468742167,NA,NA,0.8043121586852344
STL_ETS,Big Onion (Imp),Wholesale,Dambulla,Test,-19.976401678232907,26.17099831861108,23.844563507903253,-14.349346868631786,16.389297696687137,NA,NA,0.3539029575200824
STL_ETS,Big Onion (Imp),Wholesale,Pettah,Test,-34.439838751542496,39.542574836859494,36.66728381440248,-25.876968008292668,27.150332362963123,NA,NA,0.8207071828392419
STL_ETS,Brinjal,Retail,Dambulla,Test,-212.53731871074785,232.3035583535736,212.53731871074785,-90.78408851575605,90.78408851575605,NA,NA,0.8149291550478445
STL_ETS,Brinjal,Retail,Pettah,Test,-25.788676025987744,80.89730759380903,67.47128738833622,-16.894704994452734,26.539907760088386,NA,NA,0.8518297890549463
STL_ETS,Brinjal,Wholesale,Dambulla,Test,-212.51064425169648,232.3321739005539,212.51064425169648,-104.94026374477542,104.94026374477542,NA,NA,0.8179096066932634
STL_ETS,Brinjal,Wholesale,Pettah,Test,-37.1841452660582,93.13463591346307,78.54076818452076,-29.68841495677813,40.45127662378279,NA,NA,0.8800227571354835
STL_ETS,Cabbage,Retail,Dambulla,Test,-37.083065100675384,46.21103151421315,38.37424387576073,-17.780044319822487,18.274598282250903,NA,NA,0.6241053295502095
STL_ETS,Cabbage,Retail,Pettah,Test,-52.41814066793246,67.71828003600436,61.221542957470064,-21.033285658945,23.548543455955734,NA,NA,0.8768468999955551
STL_ETS,Cabbage,Wholesale,Dambulla,Test,-27.174941824488492,37.29588774886738,29.26798350227667,-15.42068399032042,16.360996273004478,NA,NA,0.6049034992246519
STL_ETS,Cabbage,Wholesale,Pettah,Test,-52.191666484246284,67.34285265097809,60.92946400558355,-26.21320548899174,29.125804662770825,NA,NA,0.8793786600077523
STL_ETS,Carrot,Retail,Dambulla,Test,39.98746413731879,92.95961744660457,72.10725528347663,9.927125055674324,20.100712460369746,NA,NA,0.8401657935352637
STL_ETS,Carrot,Retail,Pettah,Test,32.27686927170242,77.28776553230644,61.06519723593186,7.431852419759519,14.788429784524869,NA,NA,0.9340781389042112
STL_ETS,Carrot,Wholesale,Dambulla,Test,39.81338663225787,93.00365437364351,72.03047069194857,10.662454906689009,21.937695911051975,NA,NA,0.8383529453143106
STL_ETS,Carrot,Wholesale,Pettah,Test,40.92437885989764,81.80045939886345,62.14724580848499,10.79342896556454,16.97034208104181,NA,NA,0.9278979974003354
STL_ETS,Green Chilli,Retail,Dambulla,Test,-276.02604816614956,320.4789020510165,277.2222883120297,-49.06782596051154,49.22119008177822,NA,NA,0.6621085402481706
STL_ETS,Green Chilli,Retail,Pettah,Test,-113.80444797895674,212.5161395452893,169.40277627420238,-22.689724299297147,28.212293386853002,NA,NA,0.7467627076730066
STL_ETS,Green Chilli,Wholesale,Dambulla,Test,-279.8078249598405,325.02233975838305,281.02164378288444,-52.647384181911065,52.80922669165026,NA,NA,0.6654562810220883
STL_ETS,Green Chilli,Wholesale,Pettah,Test,-120.70163397788373,216.31728978486512,172.91152518128524,-27.156646590490507,32.932376815881035,NA,NA,0.7656885361102062
STL_ETS,Lime,Retail,Dambulla,Test,-71.17852684480698,73.89330236159437,71.17852684480698,-47.746046826913485,47.746046826913485,NA,NA,0.5608416148903353
STL_ETS,Lime,Retail,Pettah,Test,-45.061971864607166,53.52957771629793,45.126128041967505,-25.178153058996948,25.20381552994108,NA,NA,0.8782757445853345
STL_ETS,Lime,Wholesale,Dambulla,Test,-74.31617096399124,77.16465781051583,74.31617096399124,-63.121108690397215,63.121108690397215,NA,NA,0.536508148634774
STL_ETS,Lime,Wholesale,Pettah,Test,-49.60503495707286,57.697510928272706,49.60503495707286,-39.19824288013714,39.19824288013714,NA,NA,0.8974447947584984
STL_ETS,Potato (Imp),Retail,Dambulla,Test,-3.473047503409267,17.958801298113485,15.454286882527576,-3.211300567665749,9.61551896209032,NA,NA,0.7729528031357219
STL_ETS,Potato (Imp),Retail,Pettah,Test,-7.485891258066552,12.729585243621415,11.325805526086572,-4.275583059636507,6.195540193646516,NA,NA,0.812692633999573
STL_ETS,Potato (Imp),Wholesale,Dambulla,Test,-6.483579555321076,19.445100805054487,16.965389757070508,-6.1134660880749765,12.363083194186931,NA,NA,0.766420663035095
STL_ETS,Potato (Imp),Wholesale,Pettah,Test,4.750795102619457,14.212433560271615,11.26087630783501,2.2896697421315926,6.724076539410354,NA,NA,0.6464014951280185
