.model,Item,Type,Market,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
SNAIVE_model,Beans,Retail,Dambulla,Test,-440,469.4212833600843,440,-95.1746086858692,95.1746086858692,NA,NA,0.48946237038070717
SNAIVE_model,Beans,Retail,Pettah,Test,-435.7142857142857,454.125777982897,435.7142857142857,-75.74050261837905,75.74050261837905,NA,NA,0.33631003592370334
SNAIVE_model,Beans,Wholesale,Dambulla,Test,-440,469.4212833600843,440,-102.1484330084866,102.1484330084866,NA,NA,0.48946237038070717
SNAIVE_model,Beans,Wholesale,Pettah,Test,-435.7142857142857,454.125777982897,435.7142857142857,-92.0487878228313,92.0487878228313,NA,NA,0.3363100359237031
SNAIVE_model,Big Onion (Imp),Retail,Dambulla,Test,-9.785714285714285,25.166698233975787,20.5,-6.627299112221851,11.96743516664362,NA,NA,0.08752590619290411
SNAIVE_model,Big Onion (Imp),Retail,Pettah,Test,-20,47.224926226971036,41.90571428571428,-12.396999173301621,21.870947894834938,NA,NA,0.665661188890893
SNAIVE_model,Big Onion (Imp),Wholesale,Dambulla,Test,-9.785714285714285,25.166698233975787,20.5,-7.640169318959718,13.576380815442862,NA,NA,0.08752590619290411
SNAIVE_model,Big Onion (Imp),Wholesale,Pettah,Test,-21.5,33.08384500024143,29.142857142857142,-15.731929069377093,20.088829871604055,NA,NA,0.7104443985945348
SNAIVE_model,Brinjal,Retail,Dambulla,Test,-188.21428571428572,209.46395114332068,188.21428571428572,-56.97870203176196,56.97870203176196,NA,NA,0.4795421457711849
SNAIVE_model,Brinjal,Retail,Pettah,Test,-167.85714285714286,192.5445320661468,167.85714285714286,-41.92065099825157,41.92065099825157,NA,NA,0.45100707559375003
SNAIVE_model,Brinjal,Wholesale,Dambulla,Test,-188.21428571428572,209.46395114332068,188.21428571428572,-63.09022525886484,63.09022525886484,NA,NA,0.4795421457711849
SNAIVE_model,Brinjal,Wholesale,Pettah,Test,-167.85714285714286,192.5445320661468,167.85714285714286,-47.95103142061662,47.95103142061662,NA,NA,0.45100707559375003
SNAIVE_model,Cabbage,Retail,Dambulla,Test,-31.428571428571427,38.71957589053446,31.428571428571427,-14.582604246275746,14.582604246275746,NA,NA,0.525041220716527
SNAIVE_model,Cabbage,Retail,Pettah,Test,-38.57142857142858,55.27346159906087,38.57142857142858,-14.419109490854314,14.419109490854314,NA,NA,0.8126304040644348
SNAIVE_model,Cabbage,Wholesale,Dambulla,Test,-31.428571428571427,38.71957589053446,31.428571428571427,-16.95565079648549,16.95565079648549,NA,NA,0.525041220716527
SNAIVE_model,Cabbage,Wholesale,Pettah,Test,-38.57142857142858,55.27346159906087,38.57142857142858,-17.75095850545996,17.75095850545996,NA,NA,0.8126304040644348
SNAIVE_model,Carrot,Retail,Dambulla,Test,115.35714285714286,126.39931057678169,115.35714285714286,31.794301611512132,31.794301611512132,NA,NA,0.6725561933885313
SNAIVE_model,Carrot,Retail,Pettah,Test,122.85714285714286,126.66671053257386,122.85714285714286,29.713355256767663,29.713355256767663,NA,NA,0.6981019456217848
SNAIVE_model,Carrot,Wholesale,Dambulla,Test,115.35714285714286,126.39931057678169,115.35714285714286,34.72760188643492,34.72760188643492,NA,NA,0.6725561933885313
SNAIVE_model,Carrot,Wholesale,Pettah,Test,125,129.758671001209,125,34.123421375500506,34.123421375500506,NA,NA,0.7029487111699809
SNAIVE_model,Green Chilli,Retail,Dambulla,Test,-364.64285714285717,428.76467998192203,364.64285714285717,-48.40435876726174,48.40435876726174,NA,NA,0.41038555357085926
SNAIVE_model,Green Chilli,Retail,Pettah,Test,-328.57142857142856,400.9910540149244,342.8571428571429,-38.65650288600288,39.955204184704186,NA,NA,0.35560452066694315
SNAIVE_model,Green Chilli,Wholesale,Dambulla,Test,-364.64285714285717,428.76467998192203,364.64285714285717,-50.48792919248397,50.48792919248397,NA,NA,0.41038555357085926
SNAIVE_model,Green Chilli,Wholesale,Pettah,Test,-328.57142857142856,400.9910540149244,342.8571428571429,-43.906255777952204,45.334827206523634,NA,NA,0.35560452066694315
SNAIVE_model,Lime,Retail,Dambulla,Test,-27.857142857142854,37.88024155150018,32.14285714285714,-16.258133651325156,18.420199228024877,NA,NA,0.4242995493221032
SNAIVE_model,Lime,Retail,Pettah,Test,-3.571428571428571,9.44911182523068,3.571428571428571,-1.4285714285714284,1.4285714285714284,NA,NA,-0.09523809523809518
SNAIVE_model,Lime,Wholesale,Dambulla,Test,-27.5,37.80946385685543,31.785714285714285,-19.483810631091522,22.031738893305498,NA,NA,0.436636940617218
SNAIVE_model,Lime,Wholesale,Pettah,Test,-6.428571428571428,12.100767390069583,6.428571428571428,-3.373015873015873,3.373015873015873,NA,NA,0.04715672676837728
SNAIVE_model,Potato (Imp),Retail,Dambulla,Test,-5.2142857142857135,15.486174479192723,13.405714285714282,-3.6148314070023004,7.947678262257119,NA,NA,0.6472477827846157
SNAIVE_model,Potato (Imp),Retail,Pettah,Test,-7.142857142857142,11.338934190276817,7.142857142857142,-3.896260258489361,3.896260258489361,NA,NA,0.531954887218045
SNAIVE_model,Potato (Imp),Wholesale,Dambulla,Test,-5.2142857142857135,15.486174479192723,13.405714285714282,-4.180992296267674,9.026718300005811,NA,NA,0.6472477827846157
SNAIVE_model,Potato (Imp),Wholesale,Pettah,Test,1.5,12.605642727422849,9.977142857142853,0.4449625244822827,5.8408611472939604,NA,NA,0.20779167247267274
SNAIVE_model,Pumpkin,Retail,Dambulla,Test,23.214285714285715,27.120469075167982,24.642857142857142,15.925710069676837,17.06856721253398,NA,NA,0.37973777454920093
SNAIVE_model,Pumpkin,Retail,Pettah,Test,2.1428571428571432,5.669467095138408,2.1428571428571432,1.0714285714285716,1.0714285714285716,NA,NA,-0.09523809523809523
SNAIVE_model,Pumpkin,Wholesale,Dambulla,Test,23.214285714285715,27.120469075167982,24.642857142857142,20.065158886542633,21.568918285038876,NA,NA,0.37973777454920105
SNAIVE_model,Pumpkin,Wholesale,Pettah,Test,-1.4285714285714284,3.2732683535398857,1.4285714285714284,-1.1904761904761905,1.1904761904761905,NA,NA,0.21848739495798322
SNAIVE_model,Snake gourd,Retail,Dambulla,Test,-60,73.96642848520634,67.14285714285714,-21.931107666890334,24.27302804159759,NA,NA,0.19893989321923528
SNAIVE_model,Snake gourd,Retail,Pettah,Test,-175,179.31193446855997,175,-47.70368347849768,47.70368347849768,NA,NA,0.8051937918584579
SNAIVE_model,Snake gourd,Wholesale,Dambulla,Test,-60.357142857142854,72.7342903018534,67.5,-24.46995793545759,27.067360532860185,NA,NA,0.1853975329584065
SNAIVE_model,Snake gourd,Wholesale,Pettah,Test,-172.14285714285714,176.015173412489,172.14285714285714,-53.83218245970731,53.83218245970731,NA,NA,0.8037880236957166
SNAIVE_model,Tomato,Retail,Dambulla,Test,-8.214285714285712,97.20117415516572,78.21428571428571,-4.5792603515664805,19.077329966384145,NA,NA,0.6850729081925929
SNAIVE_model,Tomato,Retail,Pettah,Test,-46.42857142857142,103.55782070211514,89.28571428571429,-8.544094029653145,15.903401388960505,NA,NA,0.4731827718905457
SNAIVE_model,Tomato,Wholesale,Dambulla,Test,-8.214285714285712,97.20117415516572,78.21428571428571,-5.165053663615977,20.627057186405754,NA,NA,0.6850729081925929
SNAIVE_model,Tomato,Wholesale,Pettah,Test,-46.42857142857142,113.8260299128204,96.42857142857142,-10.767848104982953,20.69569803283288,NA,NA,0.3913349896223696
SNAIVE_model,Potato (Local),Retail,Dambulla,Test,42.67857142857142,49.22213584499211,43.39285714285714,13.135664971534611,13.369857009005337,NA,NA,0.5617023485261472
SNAIVE_model,Potato (Local),Retail,Pettah,Test,0.8571428571428571,17.44451530670068,11.904285714285711,0.08544926380753079,2.9791590537462946,NA,NA,0.34769218325516266
SNAIVE_model,Potato (Local),Wholesale,Dambulla,Test,43.57142857142857,49.429539462031926,43.57142857142857,14.296308067164574,14.296308067164574,NA,NA,0.56485758542833
SNAIVE_model,Potato (Local),Wholesale,Pettah,Test,38.42857142857143,44.476541007591855,38.42857142857143,10.06716709232128,10.06716709232128,NA,NA,0.7583140135192856
SNAIVE_model,Big Onion (Local),Retail,Dambulla,Test,-7.262142857142857,24.573220761052642,19.499285714285715,-3.2227327266308263,8.15238695352709,NA,NA,0.56839486057353406
SNAIVE_model,Big Onion (Local),Retail,Pettah,Test,-24.24142857142857,25.55255899961042,24.24142857142857,-11.480456504337766,11.480456504337766,NA,NA,0.7857141048561295
SNAIVE_model,Big Onion (Local),Wholesale,Dambulla,Test,-7.262142857142857,24.573220761052642,19.499285714285715,-3.535511527681966,8.898023999894717,NA,NA,0.56839486057353406
