.model,Item,Type,Market,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
STL_ETS,Beans,Retail,Dambulla,Test,-214.64349283404115,239.2522787380093,214.64349283404115,-49.56267886945749,49.56267886945749,NA,NA,0.7180657346376773
STL_ETS,Beans,Retail,Pettah,Test,-257.3434589042199,271.2219641718988,257.3434589042199,-44.98798852895216,44.98798852895216,NA,NA,0.4850444525280204
STL_ETS,Beans,Wholesale,Dambulla,Test,-190.453466137701,213.3616578778892,190.453466137701,-47.47578327842724,47.47578327842724,NA,NA,0.6874493006168401
STL_ETS,Beans,Wholesale,Pettah,Test,-261.9495995262214,275.8211422249593,261.9495995262214,-53.91385393235724,53.91385393235724,NA,NA,0.49151930176658193
STL_ETS,Big Onion (Imp),Retail,Dambulla,Test,-18.96859939904776,26.337209906160176,24.128768485732806,-12.177345962021162,14.634569336633085,NA,NA,0.346459174497316
STL_ETS,Big Onion (Imp),Retail,Pettah,Test,-45.66123723266311,53.907119753876046,49.186789093003675,-26.119258779917317,27.588238721725887,NA,NA,0.7677592160378287
STL_ETS,Big Onion (Imp),Wholesale,Dambulla,Test,-19.308562880846686,26.765558580978123,24.39795824308734,-14.191503936280636,16.870133074302032,NA,NA,0.3828613560239025
STL_ETS,Big Onion (Imp),Wholesale,Pettah,Test,-30.026416858320808,36.2162771105944,32.996343608800785,-22.115327327547913,23.81314646710852,NA,NA,0.7980303150657101
STL_ETS,Brinjal,Retail,Dambulla,Test,-183.09007466705825,204.23257703930366,183.09007466705825,-71.36505014781082,71.36505014781082,NA,NA,0.7761208595466508
STL_ETS,Brinjal,Retail,Pettah,Test,7.575598311535404,58.45100829636571,48.001216838262565,-1.5460234861774522,14.406293840358316,NA,NA,0.6512059677743961
STL_ETS,Brinjal,Wholesale,Dambulla,Test,-182.94012413723374,204.0868707685262,182.94012413723374,-81.45050775355594,81.45050775355594,NA,NA,0.7803604338437642
STL_ETS,Brinjal,Wholesale,Pettah,Test,-1.0948859264665762,67.04085569942596,56.237049817749984,-7.261903656852379,21.61238587952526,NA,NA,0.7459671563012471
STL_ETS,Cabbage,Retail,Dambulla,Test,-36.58028035926368,47.17998289247061,38.30185205937748,-17.54925087025457,18.208656153492456,NA,NA,0.7315198527538104
STL_ETS,Cabbage,Retail,Pettah,Test,-38.667888649512925,56.118073619866514,50.40575836889637,-14.893462893582978,18.24713995626396,NA,NA,0.8326192371419363
STL_ETS,Cabbage,Wholesale,Dambulla,Test,-28.951954740292678,39.647209699605725,31.742676977343592,-16.34251763172079,17.596267341966197,NA,NA,0.685768665198946
STL_ETS,Cabbage,Wholesale,Pettah,Test,-38.374721611557284,55.53875104379901,50.025118306673626,-18.292538972919573,22.176004537958352,NA,NA,0.8313692600623692
STL_ETS,Carrot,Retail,Dambulla,Test,54.97193468232746,104.69197093920839,84.14489075393622,14.067156741036936,23.002314890043262,NA,NA,0.88172732196665915
STL_ETS,Carrot,Retail,Pettah,Test,45.240824534381574,88.16620010265504,74.71668109657993,10.557304533354179,18.013281719510182,NA,NA,0.9361074258643164
STL_ETS,Carrot,Wholesale,Dambulla,Test,54.89203588836607,104.75795020988681,84.06725947352633,15.22505062745583,25.046100565694356,NA,NA,0.8798792080454935
STL_ETS,Carrot,Wholesale,Pettah,Test,54.50620878630451,93.68216498184006,77.08222932943015,14.431155476546323,20.943152472046304,NA,NA,0.9286867960414757
STL_ETS,Green Chilli,Retail,Dambulla,Test,-220.32905287206844,263.7876487365361,221.92403973324195,-37.19307967261865,37.39756516764089,NA,NA,0.5861751984287529
STL_ETS,Green Chilli,Retail,Pettah,Test,-59.14537716760861,180.03213675205598,133.27648156126952,-13.421029849028619,20.784455299103097,NA,NA,0.5666273134400868
STL_ETS,Green Chilli,Wholesale,Dambulla,Test,-223.26759069148196,267.5320706813432,224.88601578887383,-39.824173726470484,40.03996373945607,NA,NA,0.5883462479038758
STL_ETS,Green Chilli,Wholesale,Pettah,Test,-64.24932923662178,180.52052755653756,133.86251750782378,-16.472078539438538,24.173052173292575,NA,NA,0.5857237726483507
STL_ETS,Lime,Retail,Dambulla,Test,-73.7026460253504,76.6158819590137,73.7026460253504,-47.8352068047936,47.8352068047936,NA,NA,0.5425869989002716
STL_ETS,Lime,Retail,Pettah,Test,-32.48620627036513,38.78349546580995,32.57174784017891,-15.173255490366309,15.207472118291818,NA,NA,0.6951147531837915
STL_ETS,Lime,Wholesale,Dambulla,Test,-76.68336182797528,79.7885608758519,76.68336182797528,-62.33144767711198,62.33144767711198,NA,NA,0.551900795483359
STL_ETS,Lime,Wholesale,Pettah,Test,-37.44513838291348,43.793501458997014,37.44513838291348,-23.56941561366585,23.56941561366585,NA,NA,0.7059009442155012
STL_ETS,Potato (Imp),Retail,Dambulla,Test,1.3625039599392805,17.79301616393797,14.612481878885129,-0.19450940542971606,8.73346726466248,NA,NA,0.7167128674414172
STL_ETS,Potato (Imp),Retail,Pettah,Test,-4.765021396928622,11.462252242202004,9.88490708762198,-2.8029068866486093,5.36284973199529,NA,NA,0.7752553896774202
STL_ETS,Potato (Imp),Wholesale,Dambulla,Test,-1.5972175401372168,18.6253998295316,15.572964475803124,-2.5841115832303414,10.916934391379614,NA,NA,0.7203312170437999
STL_ETS,Potato (Imp),Wholesale,Pettah,Test,9.2544001554948,14.596255462659197,10.930465886428275,5.096270044663403,6.2095406128583335,NA,NA,0.48877901195074464
