Item,Type,Market,RMSE,MAE,MPE,MAPE,MASE
Pumpkin,Wholesale,Dambulla,274.8315888117117,253.31561324678125,210.12813844901973,210.12813844901973,NA
Pumpkin,Wholesale,Pettah,225.0835532697427,204.25971511180236,160.20534340939963,160.20534340939963,NA
Red Onion (Imp),Retail,Dambulla,69.26091181225222,62.850177503407636,9.654415690865862,18.383836301803342,NA
Red Onion (Imp),Retail,Pettah,112.56460853437315,99.1334947328393,-9.183078901414861,28.323855637954086,NA
Red Onion (Imp),Wholesale,Dambulla,57.99049920412255,40.797154932127754,-0.7099713015886344,12.404467342987731,NA
Red Onion (Imp),Wholesale,Pettah,83.59166152499954,62.32945967958623,-4.8456527116405885,21.237008892015737,NA
Red Onion (Local),Retail,Dambulla,137.32111691349098,112.7314249904991,30.204712305185,45.58917115537332,NA
Red Onion (Local),Retail,Pettah,99.21440810900724,98.17007256556998,24.860010317918224,32.23633802500705,NA
Red Onion (Local),Wholesale,Dambulla,97.68477490528683,72.33618445301367,31.896193309726364,31.896193309726364,NA
Red Onion (Local),Wholesale,Pettah,146.2935920013184,111.76394176078136,16.055442503797288,36.4967170876192,NA
Snake gourd,Retail,Dambulla,158.82042344118014,103.86848050893137,33.22813103846789,37.92625178047088,NA
Snake gourd,Retail,Pettah,146.19080944606998,115.33003521924459,-24.701270184912417,26.733556310613228,NA
Snake gourd,Wholesale,Dambulla,226.94001668274865,173.34422687765223,70.3361643092468,70.73194157677801,NA
Snake gourd,Wholesale,Pettah,161.0093101651624,136.89659266989722,-8.38354075763453,36.21911465263026,NA
Tomato,Retail,Dambulla,122.11199520235672,95.77032821657407,-22.002871107221335,24.893217030160585,NA
Tomato,Retail,Pettah,278.96482794070124,268.5450006868874,-47.08247558643505,47.08247558643505,NA
Tomato,Wholesale,Dambulla,113.40808430395957,95.64860140570796,3.953529393973889,26.57081649099273,NA
Tomato,Wholesale,Pettah,76.76115423781063,66.81054499341951,-12.503555748015017,13.366322957009741,NA
