.model,Item,Type,Market,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
STL_ARIMA,Beans,Retail,Dambulla,Test,-26.08770654173569,78.70083804338417,68.82557247524373,-5.646966577912854,12.537876259341985,NA,NA,-0.2856235353113508
STL_ARIMA,Beans,Retail,Pettah,Test,-221.36896963401892,255.46342751307506,221.36896963401892,-37.799827396693125,37.799827396693125,NA,NA,0.6109232791118188
STL_ARIMA,Beans,Wholesale,Dambulla,Test,-37.23997454828674,83.54860890053699,71.37648350255252,-8.208298004512912,14.039515514116085,NA,NA,-0.24720632047960842
STL_ARIMA,Beans,Wholesale,Pettah,Test,-166.60241576018507,227.26636191137626,197.31050515138784,-36.14315964255755,40.85641164276263,NA,NA,0.632441301412936
STL_ARIMA,Big Onion (Imp),Retail,Dambulla,Test,28.326849581752615,32.8049608128783,28.326849581752615,14.848535108917524,14.848535108917524,NA,NA,-0.19557304524627286
STL_ARIMA,Big Onion (Imp),Retail,Pettah,Test,3.282185360059811,16.29188467994919,14.580965745167127,0.9526371772813484,6.602027369835006,NA,NA,0.6864581414319838
STL_ARIMA,Big Onion (Imp),Wholesale,Dambulla,Test,15.049728527343499,22.068166246276842,15.55694584989197,8.38136410168125,8.73116915171468,NA,NA,-0.23124814303272886
STL_ARIMA,Big Onion (Imp),Wholesale,Pettah,Test,0.22054614977526246,16.300614781190074,14.989515292765285,-0.5953541332271529,9.376977437489245,NA,NA,0.6599783996740369
STL_ARIMA,Brinjal,Retail,Dambulla,Test,0.068070964278661,38.75776704153284,26.891399494016717,-0.33622405425293117,6.261382396735432,NA,NA,-0.38630928831557537
STL_ARIMA,Brinjal,Retail,Pettah,Test,48.552911321388024,64.59817172006449,52.45058000769806,10.647098914956922,11.621516086534431,NA,NA,0.586912875026296
STL_ARIMA,Brinjal,Wholesale,Dambulla,Test,-14.084884762966777,36.0951338187879,30.88889977298751,-3.679601596840336,7.633487481551097,NA,NA,-0.34255815314427007
STL_ARIMA,Brinjal,Wholesale,Pettah,Test,53.44284804024965,68.63683847099786,55.97092833333839,13.206528157959387,13.9288368131276,NA,NA,0.5910757491210076
STL_ARIMA,Cabbage,Retail,Dambulla,Test,7.044529475546033,15.928979184903584,11.545426208332787,2.6890555452792735,4.7241320500174755,NA,NA,-0.3746995358803558
STL_ARIMA,Cabbage,Retail,Pettah,Test,50.9517409827792,61.320254852806265,56.282882069438394,14.430708350159314,16.20775537904571,NA,NA,0.3628493501984156
STL_ARIMA,Cabbage,Wholesale,Dambulla,Test,18.71163964822105,23.44346613846866,18.71163964822105,8.680580053689225,8.680580053689225,NA,NA,-0.39808134901375836
STL_ARIMA,Cabbage,Wholesale,Pettah,Test,39.08412530759075,45.66567919435075,43.52998712111901,12.879846375412644,14.658191100823943,NA,NA,0.16111421052812755
STL_ARIMA,Carrot,Retail,Dambulla,Test,138.1031511699166,141.3737625554044,138.1031511699166,35.1255653275432,35.1255653275432,NA,NA,-0.00415816788831692
STL_ARIMA,Carrot,Retail,Pettah,Test,109.59036054080802,118.81139377836878,109.59036054080802,25.843935092541866,25.843935092541866,NA,NA,0.5983304556923787
STL_ARIMA,Carrot,Wholesale,Dambulla,Test,161.92212534734483,166.2129089437424,161.92212534734483,44.55679721736484,44.55679721736484,NA,NA,0.09381650985701152
STL_ARIMA,Carrot,Wholesale,Pettah,Test,121.22900492274307,131.98327930516717,121.22900492274307,31.942893488000365,31.942893488000365,NA,NA,0.5873335177664736
STL_ARIMA,Green Chilli,Retail,Dambulla,Test,-26.524941345153916,71.0682687246607,55.274739023811925,-4.088753402529073,6.589553915215555,NA,NA,0.14112891798373106
STL_ARIMA,Green Chilli,Retail,Pettah,Test,132.65257833170293,179.22187070771827,132.65257833170293,12.865937322087627,12.865937322087627,NA,NA,0.13198188916581957
STL_ARIMA,Green Chilli,Wholesale,Dambulla,Test,-24.168934387657565,68.96589453128703,55.24917429817041,-3.9498874589468604,6.794721938957733,NA,NA,0.14772394265917838
STL_ARIMA,Green Chilli,Wholesale,Pettah,Test,130.0120440696759,176.8720189750317,130.0120440696759,13.936030478810842,13.936030478810842,NA,NA,0.11382306195899018
STL_ARIMA,Lime,Retail,Dambulla,Test,-35.24176362569084,48.25174255174954,38.770264678418116,-19.915123821583542,21.82242168792261,NA,NA,-0.006493943358838732
STL_ARIMA,Lime,Retail,Pettah,Test,-88.55780655096582,92.13258753770414,88.55780655096582,-35.42312262038633,35.42312262038633,NA,NA,0.1620842201907451
STL_ARIMA,Lime,Wholesale,Dambulla,Test,-43.96392237843096,52.17356901378527,43.96392237843096,-29.813808953346918,29.813808953346918,NA,NA,-0.12080155190603327
STL_ARIMA,Lime,Wholesale,Pettah,Test,-89.37559655449685,92.1516424227625,89.37559655449685,-44.687798277248426,44.687798277248426,NA,NA,0.1490351060869441
STL_ARIMA,Potato (Imp),Retail,Dambulla,Test,-2.6707635267446386,5.432460639402389,3.831506021210901,-1.762889284574815,2.433838703341441,NA,NA,-0.07230925814877327
STL_ARIMA,Potato (Imp),Retail,Pettah,Test,2.5145251101715025,3.2327187525891325,2.9808197236043514,1.2572625550857512,1.4904098618021757,NA,NA,-0.03811870736836646
STL_ARIMA,Potato (Imp),Wholesale,Dambulla,Test,-1.703437275604224,5.771064343328563,4.109649765960613,-1.366455307095386,2.975744894450803,NA,NA,-0.02469615107898132
STL_ARIMA,Potato (Imp),Wholesale,Pettah,Test,7.497637062472235,9.582322212422651,7.667599584731172,4.454019269915108,4.567327618087734,NA,NA,-0.30583195360354415
STL_ARIMA,Pumpkin,Retail,Dambulla,Test,27.936101973835743,28.24249316877542,27.936101973835743,18.487367566356898,18.487367566356898,NA,NA,0.07481319270227037
STL_ARIMA,Pumpkin,Retail,Pettah,Test,13.47916605296243,13.537922766954251,13.47916605296243,6.739583026481215,6.739583026481215,NA,NA,-0.2501318191736719
STL_ARIMA,Pumpkin,Wholesale,Dambulla,Test,28.84058671688355,29.143640610997853,28.84058671688355,23.826886674880154,23.826886674880154,NA,NA,-0.06916225213779366
