"",".model","Item","Type","Market",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1"
"1","ETS_model","Beans","Retail","Dambulla","Test",-394.821061239447,411.087542964766,394.821061239447,-112.185372059681,112.185372059681,NA,NA,0.806642363213202
"2","ETS_model","Beans","Retail","Pettah","Test",-439.642625074897,452.262291018906,439.642625074897,-100.889712037651,100.889712037651,NA,NA,0.837827973253446
"3","ETS_model","Beans","Wholesale","Dambulla","Test",-402.756154401229,419.472720988627,402.756154401229,-125.69448357028,125.69448357028,NA,NA,0.81272249544051
"4","ETS_model","Beans","Wholesale","Pettah","Test",-439.933748399368,455.113488571937,439.933748399368,-116.404590343917,116.404590343917,NA,NA,0.858614255863194
"5","ETS_model","Big Onion (Imp)","Retail","Dambulla","Test",-37.6306603033682,40.2834900301701,37.9905992743885,-23.4050873989266,23.576830914845,NA,NA,0.596545091351606
"6","ETS_model","Big Onion (Imp)","Retail","Pettah","Test",-61.6131443745238,64.045584304137,61.7315961469636,-36.0926756832869,36.1420305884701,NA,NA,0.836833533164554
"7","ETS_model","Big Onion (Imp)","Wholesale","Dambulla","Test",-37.4915151424919,40.1422486272964,37.8198480324527,-26.6462314944232,26.8193861942614,NA,NA,0.596551707100695
"8","ETS_model","Big Onion (Imp)","Wholesale","Pettah","Test",-45.3167220099562,46.6700868161998,45.3167220099562,-33.3721613535515,33.3721613535515,NA,NA,0.821251347917026
"9","ETS_model","Brinjal","Retail","Dambulla","Test",-347.89798029634,360.939636446314,347.89798029634,-177.278698820975,177.278698820975,NA,NA,0.887506367915464
"10","ETS_model","Brinjal","Retail","Pettah","Test",-229.006909968515,252.084213311456,229.953678594358,-116.618772450921,116.80812617609,NA,NA,0.927750616372274
"11","ETS_model","Brinjal","Wholesale","Dambulla","Test",-359.82021314667,373.916183322233,359.82021314667,-218.828132844238,218.828132844238,NA,NA,0.894594734164177
"12","ETS_model","Brinjal","Wholesale","Pettah","Test",-222.797959479907,247.291249303852,224.173392817241,-156.916132449828,157.221784302569,NA,NA,0.931100009785244
"13","ETS_model","Cabbage","Retail","Dambulla","Test",-65.2225366458881,78.2942488148901,65.622493728239,-43.2651541917555,43.4132864444781,NA,NA,0.890706754758264
"14","ETS_model","Cabbage","Retail","Pettah","Test",-137.210011763846,151.174148060262,137.210011763846,-69.1258234471642,69.1258234471642,NA,NA,0.949502557185357
